movieId,vector
110,0.038737014 0.084356986 0.12443314 -0.012937389 0.019524215 -0.38348293 0.08188639 0.42387787 -0.24676736 -0.28390968 0.10385433 -0.29302704 0.12569413 -0.063356854 0.023831291 0.09923835 0.1841966 -0.032629073 -0.07545901 -0.38219017 -0.067383975 -0.034982532 0.12246234 -0.3872336 -0.1959823 -0.113326706 -0.17872167 -0.020804558 0.013066731 -0.14087866 0.08913095 -0.005605464 0.24572834 -0.13691552 -0.11832137 0.19374205 0.20941782 0.01062754 -0.016661724 -0.22482143 0.08414657 -0.16962217 -0.08221414 -0.0101541625 0.22358966 -0.06544594 -0.124530144 -0.101114005 0.11208384 0.12453497 0.1359208 -0.24563465 -0.033113614 0.0053798994 -0.020005295 0.0022756264 0.23709466 -0.13422072 -0.0818443 0.20402856 -0.047888707 0.07396379 0.32392147 0.0039392794 -0.37819755 0.31944317 -0.16139238 0.23578234 -0.3347362 0.15094003 -0.24020454 0.075610995 0.29130742 0.16996284 0.3874047 0.04250173 0.15175214 -0.1327306 -0.24854484 -0.09252702 -0.08237339 0.07979185 -0.239255 0.36042127 -0.14524138 -0.035017047 0.08359714 0.016230144 0.18676949 0.08448379 0.20754246 0.15177909 0.073151596 0.2579364 0.5316222 0.12521635 0.0067160977 -0.0028878907 0.08289574 -0.09095628
480,0.16642281 0.06440009 -0.03562147 0.11133939 0.043012273 -0.33939487 0.10206177 0.3969168 -0.19021814 -0.24408382 0.10869481 -0.1880168 0.075807735 -0.13140003 -0.06430951 0.051096696 0.10214468 -0.13923693 -0.20113206 -0.37870777 -0.11630921 -0.17710596 0.1299354 -0.36025694 -0.16694655 -0.18410386 -0.2439901 -0.0340225 0.003897738 -0.08110163 0.03794427 -0.062398292 0.30371392 -0.08151675 -0.014858933 0.2138509 0.15459096 -0.09769139 -0.05153658 -0.20213641 -0.012793206 -0.14982815 0.040456206 -0.050012674 0.10324402 -0.032647744 -0.12535901 -0.029083949 0.23945364 0.26896873 0.121972255 -0.242937 -0.0018322027 0.061042808 -0.060745783 -0.003879053 0.28140524 -0.060178604 -0.1974733 0.21384431 0.016160313 -0.014956639 0.32973486 -0.110157564 -0.39940807 0.35004964 0.005396384 0.23791456 -0.39540118 0.16541469 -0.21230724 0.09937412 0.3413397 0.1281689 0.40679067 -0.006246734 0.013107889 -0.06542527 -0.26913384 -0.11452445 -0.16106038 0.14269374 -0.2931326 0.375078 -0.13445835 -0.08656654 0.050410442 0.007653029 0.28343573 0.15190522 0.23175193 0.181585 -0.005700594 0.20469537 0.42285007 -0.046503797 -0.09922224 0.032854978 0.11160466 -0.10225429
858,-0.13376206 0.11285559 -0.011808277 0.031007752 0.020538371 -0.1850396 0.074059576 0.27827567 -0.17942944 -0.15227708 -0.061482575 -0.21049279 -0.039529666 -0.03120759 -0.02207911 -0.14257927 0.11709624 0.010540718 -0.09038949 -0.3957892 0.059040938 0.04654688 0.22889598 -0.20606293 -0.2020541 -0.02991989 -0.16380182 0.037619907 -0.19406837 -0.050219666 0.24120007 -0.024696184 0.1528746 -0.13612953 -0.17383236 0.15662439 0.05757554 0.053072806 -0.044405464 -0.32660508 0.21995908 -0.13629073 -0.14321475 0.04313702 0.05484951 -0.15980682 0.041778725 -0.18672517 0.08308581 0.21750812 0.08386166 -0.25763115 0.021172645 0.048338134 -0.19153641 0.16031915 0.08713468 -0.0043050954 -0.2101458 0.19069998 -0.030151753 0.021095375 0.3143747 -0.016264448 -0.19575189 0.18185872 -0.05021375 0.25843808 -0.3447622 0.22689135 -0.17778617 0.21890768 0.3453275 0.003883228 0.24295154 0.0062729088 0.02977713 -0.037136532 -0.22508308 -0.09533042 -0.22446714 -0.06316186 -0.27064443 0.2192587 -0.21463929 -0.10118752 0.06084344 0.022868184 0.20979056 0.06348036 0.14648691 0.1642063 0.11759642 0.0067698434 0.43629766 0.07415769 0.22778869 -0.0032299976 0.06856151 -0.02376042
47,-0.04657866 0.124006085 0.011097374 0.0025643117 -0.008466525 -0.3110139 0.16533166 0.43472275 -0.14600693 -0.26353362 -0.006888446 -0.3854195 0.091468446 0.00041220547 0.01676594 0.028902395 0.1727668 -0.15084507 -0.065422826 -0.46749857 0.058599327 0.03632808 0.11441999 -0.34759086 -0.14647721 -0.0030127352 -0.1842484 0.024565356 -0.10826211 -0.11187858 0.08684285 -0.0572972 0.24237052 -0.21043448 -0.08614804 0.32708707 0.1511153 0.036313344 0.07792914 -0.18784608 0.108163506 -0.17541099 -0.0046675433 -0.00014428387 0.295667 -0.126446 -0.16867912 -0.07520798 0.118761435 0.08932761 -0.06803405 -0.16612005 -0.10203325 -0.041357122 0.028554086 -0.010723863 0.24962632 -0.07398558 -0.13361496 0.19733056 -0.05224416 -0.061477534 0.3380225 0.04925593 -0.23150313 0.3515187 -0.16238678 0.33971414 -0.24421553 0.17057802 -0.18836287 0.09781043 0.20753375 0.046956796 0.35388047 0.06802076 0.09355948 -0.026374044 -0.123317696 -0.13101898 -0.17498912 0.045106903 -0.19100422 0.35750666 -0.11245081 -0.09646232 0.17080776 0.040424246 0.32948527 -0.012166266 0.22070117 0.2543239 0.022294173 0.14975524 0.52211165 0.15721922 0.10310421 0.039386746 0.10429733 -0.0014063809
1,0.052556623 0.10331906 0.013223369 -0.0048760176 0.08224992 -0.27104947 0.15814455 0.32899663 -0.047352385 -0.22715628 0.13108973 -0.32763305 -0.020972772 0.007661691 0.0046198713 0.005625416 0.1965532 -0.114365526 -0.15493706 -0.52732915 0.044334628 0.026272155 0.07032124 -0.279392 -0.1424751 -0.07882599 -0.15734334 -0.044935618 -0.11950754 -0.06722238 0.07588523 -0.023069372 0.08543206 -0.21351205 -0.14579293 0.15310504 0.23156114 0.0067576617 -0.0034308713 -0.18022297 0.09300882 -0.20713374 -0.0054446515 0.03468971 0.25293964 -0.04106993 -0.1079098 -0.11856598 0.22560677 0.087892845 0.12532932 -0.2160748 0.027186703 -0.046103727 -0.080034345 0.061248697 0.1957483 -0.03039406 -0.15120842 0.17855135 -0.015110306 0.037333667 0.32558835 0.05582242 -0.24728142 0.3461719 -0.12841415 0.309218 -0.3205351 0.15296435 -0.21482709 0.09151868 0.31793648 0.17282131 0.25923866 0.008695405 0.010773147 0.008710495 -0.20505787 -0.0879235 -0.21462747 0.021051763 -0.24664819 0.3417979 -0.105751194 0.02417595 0.25298902 0.10415175 0.16614921 0.037553765 0.27572134 0.12172101 0.10229682 0.17650743 0.4519284 0.1919746 0.08863634 0.00047295977 0.040402666 -0.04938404
32,-0.07383404 0.15936689 -0.06486569 0.0997882 0.0007041286 -0.28458935 0.1654703 0.3768716 -0.16735159 -0.18411386 -0.019613544 -0.3020379 -0.07759376 0.120218575 -0.018480552 -0.09793493 0.18011402 -0.141866 -0.12205835 -0.4918044 0.030773986 0.060517777 0.16371754 -0.29757398 -0.16364576 -0.05926526 -0.25155276 0.06417272 -0.24754047 -0.104166284 0.10892255 -0.09564146 0.18021594 -0.22862877 -0.15108316 0.3819518 0.19282146 -0.11437235 0.004185239 -0.18680397 0.14302532 -0.19758233 -0.024610814 -0.008905148 0.18528262 -0.06257096 -0.1544659 -0.13862698 0.22232983 0.09918877 -0.03958629 -0.16079092 0.036848 0.007687427 -0.051733408 0.04782303 0.21378782 -0.038174953 -0.06512074 0.14666553 -0.025691196 -0.16270173 0.4141501 0.056887407 -0.12630947 0.31527716 -0.14016648 0.34402266 -0.26961583 0.13923971 -0.12540507 0.12990765 0.23896377 0.03751856 0.29259017 0.027923891 -0.022375224 0.014560971 -0.1569567 -0.053969365 -0.22503503 0.05568669 -0.20671128 0.2864731 -0.07721382 -0.10593787 0.12700649 -0.011968187 0.2990973 0.16983429 0.22739166 0.1379559 -0.04639632 0.049017586 0.4163587 0.26399562 0.10026147 -0.032478523 0.10385837 0.0061089993
541,-0.123642854 0.040528428 0.0808201 0.058063384 0.07270636 -0.16596943 0.07820969 0.31560567 -0.30405387 -0.10537547 -0.10314434 -0.3868576 -0.11862933 0.045257717 -0.06785505 -0.09463519 0.124291144 -0.15603358 -0.059005007 -0.4568305 0.08985346 0.16654377 0.36523122 -0.18624665 -0.15403332 -0.0462592 -0.10399873 0.07703821 -0.25671908 -0.13724738 0.1782772 -0.038729675 0.13095613 -0.22311892 -0.22724617 0.23449053 0.25055563 -0.028485578 -0.11493387 -0.26748008 0.065883115 -0.14174148 -0.107513554 0.0374753 0.08729357 -0.047177706 -0.031698484 -0.19001046 0.15628514 0.0520219 -0.095521495 -0.19708323 0.072615564 0.013128119 -0.15802138 0.08622696 0.06781586 -0.09374957 -0.10930739 0.117739126 -0.050518684 0.021705568 0.2321824 -0.033616543 -0.16492419 0.18750207 -0.17166853 0.33051917 -0.25740638 0.13300705 -0.13114724 0.25642535 0.27416095 0.021667322 0.3547132 0.00034997705 0.06219699 -0.013327403 -0.2322262 -0.07182271 -0.14123133 -0.13031949 -0.26334447 0.19174966 -0.22808117 -0.124251924 -0.04372725 -0.04301547 0.17820466 -0.04250808 0.23874672 0.12613633 -0.033266958 0.06267105 0.42202798 0.18314 0.14133963 -0.02800387 -0.015868898 0.011998451
364,0.05032633 0.15672012 -0.1512589 -0.16986144 0.06638504 -0.17694043 0.25672996 0.32829294 -0.041304253 -0.1674171 0.10532894 -0.34463972 0.13211712 0.03503229 0.046606727 -0.084363736 0.085069075 -0.13061011 -0.116827354 -0.55054474 0.14589347 -0.07972364 0.01951964 -0.41899365 -0.17505197 -0.09494117 -0.2334708 -0.17757139 -0.056865025 -0.019935224 -0.022868963 0.0073558413 0.089800276 -0.20378594 -0.051938754 0.3997806 -0.19242716 0.19466761 0.18369155 -0.20641968 0.103264846 -0.18001382 0.110569924 0.027526565 0.14228041 -0.15332152 -0.20349078 0.02256046 0.15462331 0.032343566 0.12065036 -0.04285472 0.08742026 -0.10255316 0.077994876 0.011711186 0.28382206 0.08977755 -0.24033675 0.10536501 -0.04278088 -0.105890006 0.16751327 0.10234838 -0.28833196 0.29855517 -0.004145759 0.29992822 -0.22960795 0.12749176 0.013951084 0.025528865 0.26347572 0.11507894 0.25700372 0.09020573 0.13719553 0.19148026 -0.14760973 0.14139625 -0.28963453 -0.022660295 -0.25211385 0.3542906 -0.0040903315 0.07238771 0.37899345 0.16864572 0.34835753 0.11876187 0.31430247 0.44202343 0.18537624 0.09740306 0.44003177 0.23567502 -0.011214824 -0.103440516 0.20665501 -0.08639611
150,0.066155754 0.15755133 -0.06860214 0.106417716 0.20037004 -0.50108176 0.17235138 0.5714631 -0.15360275 -0.26204452 0.16640057 -0.26402315 0.026735123 0.05295204 0.13930063 0.11081422 0.26979062 0.15581994 -0.021101551 -0.46714693 -0.040812083 -0.04836639 -0.0865683 -0.3009494 0.036760792 -0.29086372 -0.22594038 0.010328634 0.007082586 -0.0651145 0.226378 0.013101281 0.046689875 -0.23014107 -0.16992536 -0.09958001 0.23646638 -0.196093 0.20000166 -0.28605247 -0.09943431 -0.07846422 0.06917615 -0.009357855 0.17424625 -0.27532905 -0.094209135 -0.00886301 0.2724347 -0.005851577 0.18447942 -0.31641367 -0.13269404 0.06421529 -0.017705271 0.17745402 0.30142257 0.036838733 0.0816219 0.3229719 -0.004955618 0.2988171 0.30843958 0.18731542 -0.44733235 0.40430313 -0.08396182 0.2220466 -0.17315006 -0.024567077 -0.21765032 -0.010508803 0.44530052 0.24558267 0.21933118 -0.1342704 -0.08974972 0.14663704 -0.33500618 -0.25251654 -0.09897473 0.10276891 -0.17815761 0.4097308 0.05070444 0.2463798 0.087141044 0.19094178 0.11784609 -0.07301659 0.14589569 -0.09555362 0.08513478 0.20572858 0.42791438 0.21270253 0.14287382 -0.12525995 0.13304938 -0.095503755
377,0.13992666 0.17058344 -0.06571637 0.023306806 0.09386806 -0.2518345 0.18929537 0.4298111 -0.1563601 -0.19425967 0.06621512 -0.2279015 0.046124376 0.06757417 0.021163357 0.016686503 0.13628207 -0.1411649 0.0086515825 -0.45575345 -0.01826241 -0.035345256 0.0058151498 -0.3273535 -0.1846173 -0.08383619 -0.101885304 -0.12038859 -0.087321326 -0.026725238 0.08946465 -0.081340216 0.2193796 -0.16327514 -0.18459141 0.33890638 -0.018084401 -0.062325664 0.08073704 -0.26494756 0.12113565 -0.18980005 -0.008177273 -0.020153899 0.2433711 -0.029764209 -0.23584232 -0.16191167 0.22850122 0.09487046 0.040774822 -0.057365507 -0.004511643 -0.020924319 0.028733984 0.089277714 0.26766005 -0.026640853 -0.065897904 0.18676805 0.041984998 -0.07306339 0.27847362 0.053567845 -0.28115073 0.28591028 -0.07673194 0.25336242 -0.34202427 0.12899512 -0.2018261 0.024169227 0.2305236 0.12217067 0.32246616 -0.018445909 0.105180115 0.07038253 -0.0692736 0.0053926874 -0.17921259 0.01969389 -0.30470008 0.37136167 0.020529265 -0.109122925 0.23075143 0.08120827 0.29153946 0.022502664 0.22853664 0.27688855 0.09770582 0.195039 0.32136646 0.09598962 -0.079336554 0.021523893 0.15303154 -0.020948617
588,0.16005836 0.08226633 -0.2005338 -0.030659717 0.053851344 -0.35928136 0.21159923 0.35386088 0.08174192 -0.15189698 0.19875632 -0.29738808 -0.002317082 0.050037578 0.029681383 0.032278262 0.14783713 -0.00284625 -0.12260516 -0.4893305 0.09357949 -0.08617323 -0.032255348 -0.31794935 -0.16778846 -0.25591215 -0.18880296 -0.14224221 -0.10116446 -0.049560018 0.27559853 -0.044256013 0.072838895 -0.27355334 -0.06519664 0.1608789 0.010914996 0.04174068 0.19374272 -0.27382234 0.090992264 -0.12277131 -0.0025853857 -0.015450767 0.06834389 -0.29780886 -0.2794397 0.05861373 0.2387423 0.06556565 0.15988907 -0.25255698 0.037005696 0.009058505 -0.059085164 0.1592004 0.38591102 0.077795625 -0.25196755 0.159829 -0.033840653 0.17037028 0.29266158 0.046483863 -0.43409157 0.4046243 -0.08933574 0.24190964 -0.24379596 0.089214556 -0.031408772 0.02076888 0.33803424 0.1515932 0.28699645 -0.0055963304 -0.10468027 0.2462269 -0.27516818 -0.09507023 -0.3557557 0.022066467 -0.28088316 0.49691996 -0.18111613 0.16950652 0.3585029 0.17068875 0.1572704 0.14892793 0.07044268 0.24952088 0.12937358 0.09737502 0.33475173 0.07226789 -0.00019638104 -0.14285745 0.16913362 -0.08512596
