movieId,vector
457,0.1458276 0.24639635 -0.03222645 -0.07704404 0.1681775 -0.37765315 0.20136976 0.51924175 -0.14191115 -0.1806881 0.15137821 -0.34154257 -0.10570059 0.00075552386 0.11998963 -0.10260829 0.021892231 -0.016834633 -0.08853214 -0.43197116 0.13219075 0.2640059 0.16071263 -0.22209933 -0.1727352 0.059465528 -0.16514051 -0.06923996 -0.21249555 0.15680666 0.28792182 -0.36891 0.24740516 -0.23331787 -0.16423565 0.38757998 -0.1375207 0.03222977 -0.06137865 -0.1613723 0.32120505 -0.16651608 -0.20062135 0.27004737 0.3542428 -0.00093172624 -0.0016730527 -0.1874743 0.12254239 0.18144658 0.14765546 -0.048681874 -0.0146251805 0.07293731 0.07620773 0.33153796 0.19657655 -0.07161068 0.1766729 -0.00906778 0.10510683 0.097824335 0.13377583 0.07986061 0.020540195 0.5766209 0.12421145 0.22120862 -0.38511083 0.12204478 -0.20573321 0.07999602 0.26554567 0.16633306 0.15466432 0.1395094 0.003391325 0.08775367 -0.142264 -0.10605399 -0.21799341 0.20768161 -0.25550655 0.49618503 -0.21657152 0.01164617 0.44615176 0.1559819 0.1472328 0.25895754 0.27435058 0.0751716 0.14918971 0.06418378 0.30965248 0.10219599 0.16139118 0.071422786 -0.06700666 -0.21699356
608,0.12850916 0.2165634 -0.1364495 -0.05198839 0.04926017 -0.16336331 0.2611124 0.31722054 -0.1273884 -0.10621716 -0.0710372 -0.20632787 -0.008003408 -0.07170553 -0.055703565 -0.028008077 0.16537012 -0.16759318 -0.03600825 -0.48686606 0.028502543 0.06657593 0.20649917 -0.022251036 -0.12240964 0.075909145 -0.14327295 -0.08817473 -0.14680861 0.097798906 0.15933758 -0.24546279 0.13271342 -0.18637149 -0.19783446 0.24645919 -0.07360612 -0.12912266 -0.06514506 -0.18338084 0.05641373 -0.11649887 -0.061351012 0.05609746 0.2294601 0.043986116 -0.053328484 -0.20741634 0.06855696 0.13120876 0.06845746 -0.10606958 -0.025357988 -0.07299843 -0.089049034 0.11491962 0.07977594 -0.013949464 -0.2234164 0.0543726 0.08738605 -0.117572166 0.11969165 0.013828018 -0.15758207 0.27438414 0.08658565 0.12865941 -0.24210618 0.1861192 -0.188906 0.08319967 0.14349172 0.05224181 0.07938292 0.08036079 -0.06511333 0.10892356 -0.044047195 -0.035828143 -0.19349371 0.13880266 -0.25522748 0.19073223 -0.12555256 -0.055171717 0.17954119 0.14019594 0.18282115 -0.062266137 0.19126616 0.04823108 0.079705715 0.020386577 0.25553274 0.12165236 0.10347999 -0.04097196 0.0015654394 -0.07589745
480,0.103816316 0.19821146 0.02374831 -0.08834743 0.17662227 -0.34610376 0.1403796 0.4991684 -0.117165335 -0.16485891 0.09422859 -0.34891838 -0.13843057 0.01742489 0.1032376 -0.11698671 -0.04142677 -0.030917106 -0.0071959165 -0.36348835 0.12730996 0.24612556 0.10216708 -0.21551457 -0.09880779 0.08219564 -0.16573314 -0.06433215 -0.22195579 0.1175481 0.24291922 -0.30205387 0.19337043 -0.233027 -0.16975243 0.3408662 -0.11540751 0.013068488 -0.03331547 -0.17851776 0.29673737 -0.12998787 -0.18438579 0.19596781 0.3217602 -0.04195783 0.012481442 -0.15370022 0.110672176 0.15117407 0.14097686 -0.0531146 0.038640723 0.07464311 0.05849399 0.30227435 0.18761642 -0.0007713845 0.2025839 -0.0015221516 0.06370613 0.091542326 0.12656158 0.08285723 0.007918315 0.47766975 0.14747731 0.2239792 -0.35266167 0.11022268 -0.17808393 0.08835289 0.2555244 0.1473388 0.14043444 0.09331785 0.021173265 0.039046373 -0.14234248 -0.04791362 -0.1988325 0.14441729 -0.23723006 0.46138772 -0.20071846 -0.008672013 0.41180247 0.16706216 0.10429 0.23853941 0.22308463 0.112711206 0.13213743 0.058527283 0.34174234 0.123235196 0.10170033 0.0645749 -0.038079724 -0.1606611
47,0.14346157 0.2700745 -0.11730964 -0.104153685 0.13255566 -0.27429423 0.20016046 0.43229696 -0.15840977 -0.14690235 0.03013679 -0.27936882 -0.09908338 -0.027730355 0.081657656 -0.049370576 0.08650656 -0.054860257 -0.06014251 -0.47217637 0.09151468 0.22462216 0.18053025 -0.11481505 -0.08199723 0.07842001 -0.179179 -0.10708288 -0.18570499 0.14291714 0.21210244 -0.31999692 0.2258857 -0.28435645 -0.17210217 0.34985176 -0.14226449 0.0022719493 -0.041194703 -0.19768102 0.21774693 -0.11911887 -0.12041499 0.18981846 0.32174578 0.019878069 -0.035726007 -0.1890118 0.11611497 0.15651467 0.07035351 -0.08554212 -0.046941236 -0.002330002 0.023848955 0.2121602 0.1430667 -0.023021484 0.051331513 0.022868374 0.13461621 0.001062721 0.16237566 0.1007826 -0.026522474 0.46236047 0.14087637 0.20440485 -0.34581542 0.14940886 -0.19301684 0.09957149 0.20479 0.14411208 0.14493279 0.1031341 -0.010927187 0.1316162 -0.09660702 -0.08003243 -0.19102633 0.14358748 -0.23833333 0.37322757 -0.15845075 -0.037928883 0.39530423 0.15747261 0.13660888 0.1293721 0.22431561 0.09247929 0.12495185 0.046013735 0.2982478 0.11054365 0.13227385 0.008512143 -0.07164719 -0.12092409
858,0.17037542 0.2627475 -0.24026142 -0.05145933 0.075101525 -0.15583915 0.36815023 0.37431756 -0.14641085 -0.1469714 -0.07079753 -0.24417515 -0.0008476315 -0.09500586 -0.07401683 0.0143470075 0.26458555 -0.14355147 -0.083925836 -0.585194 0.054495443 0.11564514 0.31066003 0.02922161 -0.1598739 0.059553098 -0.15595834 -0.08260212 -0.14842413 0.1612234 0.18639952 -0.35933977 0.1940332 -0.26404035 -0.22976498 0.2577165 -0.09894408 -0.12536414 -0.0565941 -0.14160903 0.07087938 -0.12638001 -0.044486396 0.13559864 0.2612347 0.12362888 -0.07201777 -0.26758984 0.086521685 0.16281906 0.068504475 -0.1301078 -0.1022063 -0.107787296 -0.08655631 0.12864916 0.102826014 -0.07631121 -0.23195904 0.073625654 0.124691606 -0.16836086 0.16564994 0.07087655 -0.14955638 0.39642704 0.048552223 0.13181004 -0.28284436 0.20365761 -0.18972461 0.08857753 0.18965134 0.04179767 0.08819176 0.079538524 -0.049864274 0.17790224 -0.038568735 -0.11024436 -0.2610858 0.16320114 -0.23345238 0.18416482 -0.1315343 -0.06984385 0.24749908 0.115932874 0.18806396 -0.091119625 0.25571185 0.0047569214 0.136194 0.006271797 0.21532468 0.0821814 0.17331995 -0.00016933301 -0.041987687 -0.050057527
150,0.1253066 0.24524567 -0.04091373 -0.031946678 0.17198768 -0.38398817 0.22932152 0.5193993 -0.1572931 -0.17108695 0.15352145 -0.35043082 -0.12382022 0.007722426 0.0864842 -0.10662516 0.013606882 0.00021987461 -0.090609774 -0.43863925 0.14318298 0.26322722 0.17228144 -0.21461175 -0.22387527 0.05067384 -0.17147359 -0.034359932 -0.22209148 0.1529308 0.3190666 -0.4187422 0.2506615 -0.24141029 -0.18199421 0.3727827 -0.1248524 0.014846722 -0.051591042 -0.13624391 0.32452956 -0.1799438 -0.20878588 0.30693543 0.35812962 0.02959872 -0.018246291 -0.2154603 0.14142682 0.15429789 0.18077864 -0.053658474 0.0028696544 0.09345538 0.052075464 0.3734002 0.23799253 -0.09128743 0.18353952 0.0012973634 0.11679679 0.08946351 0.119527325 0.079443924 0.03833255 0.5995183 0.11138554 0.24836531 -0.3893864 0.13525476 -0.24704078 0.062626235 0.28889465 0.1353343 0.16218276 0.16056725 -0.022943977 0.09694737 -0.13558173 -0.15333849 -0.27100694 0.2045509 -0.25154218 0.4889944 -0.2074849 0.0105989985 0.44548434 0.14137791 0.1531453 0.26673043 0.27528977 0.05695635 0.16212766 0.036300585 0.30290776 0.09297818 0.15950003 0.12280843 -0.04995811 -0.20536946
32,0.13406368 0.19889218 -0.06810413 -0.085913464 0.12342836 -0.23705478 0.2061083 0.4071881 -0.12774011 -0.13202584 0.007160806 -0.2867588 -0.08522303 -0.00026228663 0.026488634 -0.012258765 0.074092045 -0.091224834 -0.023107927 -0.45177725 0.0903699 0.17281234 0.1863092 -0.07811027 -0.09192724 0.10491305 -0.14918624 -0.07401878 -0.16856919 0.10554208 0.19993955 -0.29632458 0.18007438 -0.27092925 -0.18527462 0.29928574 -0.073340945 -0.050014324 -0.07223634 -0.16864784 0.16156356 -0.10839745 -0.10388527 0.14342852 0.29554626 0.017694885 -0.064057484 -0.18178584 0.10365032 0.14578974 0.05065135 -0.08566651 -0.017892813 -0.010340147 0.008497011 0.1958513 0.13163026 -0.016849859 -0.023149056 0.03412239 0.09528198 -0.04663699 0.14172421 0.086144745 -0.068056285 0.40545467 0.07815614 0.19502594 -0.27478024 0.1593063 -0.18045843 0.114427574 0.20922956 0.11969115 0.11021813 0.049174663 0.008011278 0.07919348 -0.06791341 -0.07867619 -0.18467914 0.11509825 -0.25127754 0.28744265 -0.1758804 -0.058520623 0.30295944 0.14291775 0.13152796 0.071283944 0.20783362 0.08359042 0.12331159 0.040091015 0.28149617 0.12474009 0.08983255 0.019564647 -0.045887798 -0.103361174
590,0.13486001 0.23818015 -0.066798106 -0.043622237 0.14702523 -0.29738486 0.23433128 0.4254598 -0.1164971 -0.14383471 0.10253214 -0.29135206 -0.059194196 -0.027855832 0.06525733 -0.11141256 0.047819227 -0.056901485 -0.059406728 -0.41313228 0.11677392 0.1966116 0.13815744 -0.16312918 -0.18417145 0.037559643 -0.13161509 -0.08150734 -0.1910648 0.12991 0.24695204 -0.32025966 0.19642715 -0.18330713 -0.14923029 0.32681164 -0.12504947 0.0012630366 -0.029856328 -0.16321075 0.28035858 -0.1945603 -0.15841064 0.22978595 0.31444135 0.02094898 -0.005693118 -0.1825072 0.111421406 0.15363751 0.16741863 -0.020702848 -0.0023236568 0.032997396 0.04505732 0.28086895 0.16782373 -0.07710122 0.081133604 -0.011224369 0.09606873 0.06875136 0.0935891 0.040814657 -0.006194656 0.45605126 0.12233346 0.19757178 -0.3375398 0.11439233 -0.18918645 0.026224354 0.22840594 0.11774218 0.1460501 0.13590415 -0.03522008 0.09840155 -0.10596647 -0.07356485 -0.22252664 0.18663771 -0.23796515 0.39409697 -0.14723033 0.00746857 0.3758672 0.14857708 0.16845214 0.16100988 0.23791882 0.06532382 0.13589743 0.046217155 0.28513604 0.116458155 0.14090979 0.06641811 -0.041705795 -0.20202105
364,0.116778016 0.16615662 0.035692036 -0.09482704 0.17427893 -0.34003112 0.03680315 0.47531706 -0.1002691 -0.15098302 0.09748559 -0.36615258 -0.10974377 0.06762526 0.14025584 -0.13632789 -0.16305739 -0.042054053 0.09386692 -0.2335935 0.13437092 0.27169186 -0.022880508 -0.25111932 -0.013734562 0.04964373 -0.11658454 -0.14046247 -0.17218351 0.028670412 0.13782334 -0.15128343 0.16319682 -0.16157421 -0.14327808 0.35799417 -0.07220865 0.03990338 -0.021599952 -0.24232277 0.38566864 -0.15974751 -0.20321658 0.13483538 0.3585362 -0.05592846 0.04673824 -0.06988589 0.1060839 0.13004187 0.104113504 -0.040817156 0.06822589 0.07924204 0.10793291 0.29196504 0.14164169 0.04210531 0.26537153 -0.04799618 0.07271163 0.17787693 0.0997007 0.06687081 0.023030246 0.3652935 0.20552976 0.24593435 -0.35737097 0.09404966 -0.0924188 0.063593656 0.2635866 0.16256766 0.19373688 0.051590998 0.035674565 -0.020128334 -0.18527524 0.06756851 -0.100237355 0.060158387 -0.24725612 0.4479025 -0.14048904 -0.033243354 0.40374696 0.23709255 0.12484845 0.26072678 0.18147522 0.18916358 0.08773967 0.1423727 0.41471255 0.16000193 0.04231215 0.03519852 -0.037078828 -0.1832715
541,0.16495012 0.2524176 -0.22732826 -0.028162397 0.04223064 -0.12934431 0.36945724 0.34793574 -0.14041962 -0.12959771 -0.108883224 -0.21967885 0.01836849 -0.089656256 -0.07315459 0.018457916 0.27673975 -0.16369909 -0.08926759 -0.5682731 0.018378234 0.095860064 0.2897075 0.05176947 -0.14184137 0.0662198 -0.15527654 -0.10380906 -0.14409046 0.16482511 0.1611524 -0.3336029 0.18674509 -0.22742878 -0.23774828 0.2738806 -0.1049143 -0.16602173 -0.05452886 -0.17657946 0.04854005 -0.113309324 -0.033461377 0.100643225 0.24776289 0.112228185 -0.07750831 -0.28502846 0.08095507 0.15625267 0.035238795 -0.15967846 -0.1096281 -0.11736103 -0.09198689 0.12270609 0.07647764 -0.061529804 -0.25760505 0.081328735 0.12329332 -0.18705846 0.15302226 0.0503384 -0.18196404 0.33306754 0.041508988 0.11936011 -0.28131756 0.20733126 -0.17888276 0.087019995 0.16629913 0.02473677 0.08054555 0.07659841 -0.048889518 0.17364693 -0.043952256 -0.09211545 -0.25573033 0.14412415 -0.23040698 0.17674385 -0.12539901 -0.073915616 0.20687036 0.105639786 0.19350734 -0.12502813 0.23414667 0.0055475766 0.099533536 0.023723388 0.19657911 0.10302435 0.16139728 -0.021022605 -0.024578953 -0.034984473
380,0.08469164 0.19984615 0.06549476 -0.052208167 0.18832457 -0.41166085 0.11890144 0.5197869 -0.10987382 -0.15605175 0.17928237 -0.35768676 -0.14193797 0.032441463 0.12161171 -0.13676676 -0.11215072 -0.007628213 -0.03909734 -0.32196075 0.15326183 0.26524052 0.062387094 -0.27636552 -0.16937847 0.06601677 -0.1266114 -0.06836403 -0.2760941 0.09981075 0.32815284 -0.339252 0.19978787 -0.21395116 -0.14646259 0.35515776 -0.11004537 0.083020575 -0.029424647 -0.16648261 0.3580817 -0.16312858 -0.2314709 0.26041317 0.358146 -0.0719851 0.0057346616 -0.1125684 0.14230025 0.14206831 0.20397632 -0.023949387 0.07538733 0.13286111 0.07819865 0.4023882 0.25804088 -0.041401822 0.2555947 -0.046583414 0.061110932 0.19147462 0.09308601 0.042860247 0.02769288 0.54795617 0.15229724 0.24460061 -0.36262938 0.083765574 -0.22212102 0.0441937 0.27601415 0.17802945 0.16105646 0.15832704 0.0082797725 0.032151867 -0.17148726 -0.054204706 -0.19798267 0.17407711 -0.25396168 0.5085543 -0.23356509 0.03302306 0.43250966 0.19148313 0.101945505 0.31974876 0.23527534 0.12016612 0.13945307 0.09251241 0.36769497 0.11023875 0.101336494 0.09324986 -0.05841029 -0.23506238
